지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액
11110,견지동,2021-07-20,대성스카이렉스,110,137.55,6,2008,126500
11110,교북동,2021-07-03,경희궁자이(4단지),126,37.2635,8,2017,87000
11110,교북동,2021-07-10,경희궁자이(4단지),126,45.879,18,2017,119000
11110,구기동,2021-07-03,마운틴뷰,125-5,66.13,3,2019,58500
11110,내수동,2021-07-19,경희궁의아침3단지,72,150.48,15,2004,177000
11110,무악동,2021-07-08,인왕산아이파크,60,84.85799999999998,5,2008,139400
11110,무악동,2021-07-10,현대,82,84.92,14,2000,125000
11110,무악동,2021-07-14,경희궁 롯데캐슬,89,59.6737,4,2019,140000
11110,부암동,2021-07-14,부암스카이뷰,218-1,76.65,2,2004,50000
11110,사직동,2021-07-15,광화문풍림스페이스본(106동),9-1,144.52,7,2008,167000
11110,사직동,2021-07-19,광화문풍림스페이스본(101동~105동),9,147.31,7,2008,180000
11110,사직동,2021-07-22,광화문풍림스페이스본(101동~105동),9,159.01,9,2008,164500
11110,사직동,2021-07-24,광화문풍림스페이스본(101동~105동),9,97.61,7,2008,129500
11110,사직동,2021-07-29,광화문풍림스페이스본(101동~105동),9,94.51,8,2008,138000
11110,수송동,2021-07-01,로얄팰리스스위트,85,130.98,17,2005,130000
11110,숭인동,2021-07-05,도시그린빌라,181-121,58.79,1,1997,30000
11110,숭인동,2021-07-05,종로아인스빌,1392-1,12.15,15,2013,10500
11110,숭인동,2021-07-19,종로동광모닝스카이,1421-1,15.855,10,2013,12000
11110,숭인동,2021-07-21,종로동광모닝스카이,1421-1,15.855,16,2013,11500
11110,숭인동,2021-07-28,종로센트레빌,2-1,59.92,4,2008,95000
11110,신문로2가,2021-07-07,디팰리스,171,158.32399999999996,16,2020,360000
11110,익선동,2021-07-12,현대뜨레비앙,55,48.54,3,2003,31500
11110,익선동,2021-07-12,현대뜨레비앙,55,36.08,8,2003,26800
11110,익선동,2021-07-19,현대뜨레비앙,55,43.98,6,2003,30000
11110,인의동,2021-07-12,효성쥬얼리시티,48-2,84.64,7,2006,89000
11110,창신동,2021-07-05,창신쌍용2,703,79.87,2,1993,75000
11110,창신동,2021-07-10,창신쌍용2,703,64.66,9,1993,70000
11110,창신동,2021-07-12,창신쌍용2,703,79.87,7,1993,85000
11110,창신동,2021-07-16,창신쌍용2,703,79.87,13,1993,84500
11110,창신동,2021-07-17,덕산,639-50,59.28,4,1999,55900
11110,창신동,2021-07-26,두산,232,84.9,4,1999,108500
11110,평창동,2021-07-08,벽산블루밍평창힐스,45,186.9,5,2004,162500
11110,평창동,2021-07-22,갑을,595,30.46,13,1997,19000
11110,행촌동,2021-07-17,대성아파트,41-1,94.94,7,1971,46300
11110,행촌동,2021-07-27,대성아파트,41-1,19.27,1,1971,14000
11110,홍파동,2021-07-06,경희궁자이(2단지),199,84.61399999999998,2,2017,189000
11110,홍파동,2021-07-13,경희궁자이(2단지),199,84.944,11,2017,194000
11110,홍파동,2021-07-16,경희궁자이(2단지),199,84.90700000000002,21,2017,195000
11110,홍파동,2021-07-22,경희궁자이(2단지),199,59.855,11,2017,164700
11140,순화동,2021-07-10,덕수궁롯데캐슬,217,69.5135,10,2016,123000
11140,순화동,2021-07-12,덕수궁롯데캐슬,217,82.3212,9,2016,154000
11140,순화동,2021-07-22,덕수궁롯데캐슬,217,42.3686,5,2016,76800
11140,신당동,2021-07-01,현대,840,79.11,9,1993,93000
11140,신당동,2021-07-01,현대,840,66.6,13,1993,90000
11140,신당동,2021-07-02,남산타운,844,84.88,3,2002,130000
11140,신당동,2021-07-02,삼성,843,59.97,6,1999,103300
11140,신당동,2021-07-04,한진해모로,845,84.96,8,2001,99000
11140,신당동,2021-07-05,신당푸르지오,850,114.48,17,2005,148000
11140,신당동,2021-07-07,약수하이츠,842,57.63,19,1999,100000
11140,신당동,2021-07-07,남산타운,844,84.88,17,2002,139500
11140,신당동,2021-07-08,한진해모로,845,59.76,4,2001,89000
11140,신당동,2021-07-09,하이 1 (113-5),113-5,84.24,2,2000,59500
11140,신당동,2021-07-09,삼성,843,59.98,4,1999,104800
11140,신당동,2021-07-10,한진해모로,845,84.96,2,2001,97000
11140,신당동,2021-07-10,삼성,843,59.97,13,1999,104000
11140,신당동,2021-07-10,청구e편한세상,852,59.88,9,2011,135000
11140,신당동,2021-07-10,신당 KCC 스위첸,856,59.7807,13,2019,122500
11140,신당동,2021-07-10,약수역 더시티,857,18.86,10,2021,25000
11140,신당동,2021-07-10,약수하이츠,842,114.92,11,1999,156000
11140,신당동,2021-07-13,삼성,843,84.96,21,1999,127000
11140,신당동,2021-07-13,약수하이츠,842,84.88,6,1999,132000
11140,신당동,2021-07-15,남산타운,844,84.88,2,2002,131000
11140,신당동,2021-07-16,삼성,843,59.97,17,1999,105000
11140,신당동,2021-07-17,신당 KCC 스위첸,856,59.4458,9,2019,122000
11140,신당동,2021-07-17,신당 KCC 스위첸,856,59.4458,9,2019,120000
11140,신당동,2021-07-17,삼성,843,84.96,5,1999,127500
11140,신당동,2021-07-19,푸른마을(B),432-922,59.42,4,2001,21300
11140,신당동,2021-07-19,현대,840,66.6,9,1993,88500
11140,신당동,2021-07-20,삼성,843,84.96,3,1999,128000
11140,신당동,2021-07-22,신당푸르지오,850,59.85,20,2005,109500
11140,신당동,2021-07-23,삼성,843,59.97,1,1999,94000
11140,신당동,2021-07-24,삼성,843,84.96,1,1999,112700
11140,신당동,2021-07-26,약수역 더시티,857,20.73,9,2021,26000
11140,신당동,2021-07-27,신당푸르지오,850,59.85,12,2005,109500
11140,신당동,2021-07-28,약수하이츠,842,114.92,5,1999,149800
11140,충무로4가,2021-07-26,남산센트럴 자이,306,128.952,13,2009,159000
11140,충무로5가,2021-07-21,충무로헤센스마트,90,31.02,6,2018,36500
11140,황학동,2021-07-03,롯데캐슬,2545,59.94,33,2008,86700
11140,황학동,2021-07-15,롯데캐슬,2545,84.92,18,2008,116700
11140,황학동,2021-07-19,롯데캐슬,2545,59.94,15,2008,92000
11140,황학동,2021-07-19,황학아크로타워,2523,111.224,17,2010,123000
11140,회현동1가,2021-07-09,남산 롯데캐슬 아이리스,208,133.98,10,2011,170000
11140,회현동1가,2021-07-12,남산 롯데캐슬 아이리스,208,33.81,17,2011,68000
11140,회현동1가,2021-07-13,남산 롯데캐슬 아이리스,208,133.98,22,2011,178900
11140,흥인동,2021-07-10,동대문 와이즈 캐슬,119,15.55,10,2014,14000
11170,도원동,2021-07-05,삼성래미안,23,59.94,10,2001,120000
11170,도원동,2021-07-05,삼성래미안,23,59.94,18,2001,122700
11170,도원동,2021-07-24,삼성래미안,23,59.94,2,2001,119500
11170,문배동,2021-07-09,아크로타워,24-21,84.97,30,2007,147000
11170,보광동,2021-07-29,신동아1,448,84.93,14,1992,220000
11170,보광동,2021-07-30,리버빌(삼성),151,59.7,3,2000,115000
11170,산천동,2021-07-03,리버힐삼성,193,59.55,1,2001,110000
11170,산천동,2021-07-10,리버힐삼성,193,84.98,16,2001,133000
11170,산천동,2021-07-13,리버힐삼성,193,59.55,1,2001,98000
11170,서빙고동,2021-07-03,신동아,241-21,95.66,3,1984,258000
11170,서빙고동,2021-07-09,신동아,241-21,140.81,13,1985,330000
11170,신계동,2021-07-13,용산e편한세상,48,84.89,10,2011,195000
11170,용문동,2021-07-10,브라운스톤,90,59.94,2,2011,119000
11170,용산동5가,2021-07-02,용산파크타워(24-1),24-1,158.33,26,2009,387000
11170,용산동5가,2021-07-07,용산파크타워(24-0),24,243.87,40,2009,550000
11170,용산동5가,2021-07-13,용산파크타워(24-1),24-1,140.31,7,2009,272500
11170,원효로1가,2021-07-10,리첸시아용산,133-3,107.45,12,2010,150000
11170,원효로1가,2021-07-31,용산 더프라임,41,142.901,28,2014,220000
11170,원효로4가,2021-07-12,산호,118-16,86.12,10,1977,185500
11170,원효로4가,2021-07-17,산호,118-16,113.77,12,1977,230000
11170,원효로4가,2021-07-22,산호,118-16,100.56,6,1977,200000
11170,이촌동,2021-07-02,현대한강,400,84.88,1,1997,156000
11170,이촌동,2021-07-02,현대맨숀,301-162,173.16,3,1974,229998
11170,이촌동,2021-07-03,한강(대우),415,84.98,1,2000,195000
11170,이촌동,2021-07-03,대림,395,114.96,10,1994,217000
11170,이촌동,2021-07-05,강변,193-3,63.93,1,1971,97000
11170,이촌동,2021-07-05,LG한강자이,430,169.44,8,2003,335000
11170,이촌동,2021-07-07,반도,301-170,136.21,12,1977,260000
11170,이촌동,2021-07-08,대림,395,59.22,2,1994,149500
11170,이촌동,2021-07-08,한강(대우),415,135.5,24,2000,243000
11170,이촌동,2021-07-09,한강(대우),415,134.13,17,2000,249000
11170,이촌동,2021-07-10,대림,395,59.22,7,1994,160000
11170,이촌동,2021-07-11,대림,395,114.96,1,1994,191000
11170,이촌동,2021-07-12,한가람,404,59.88,9,1998,176500
11170,이촌동,2021-07-12,제일,302-61,128.93,4,1976,145000
11170,이촌동,2021-07-13,장미,302-64,196.71,10,1975,253000
11170,이촌동,2021-07-14,대림,395,114.96,9,1994,220000
11170,이촌동,2021-07-14,북한강(성원),422,59.55,12,2001,159000
11170,이촌동,2021-07-14,현대맨숀,301-162,180.23,1,1974,221000
11170,이촌동,2021-07-15,G&D 용산드림,212-41,15.94,5,2020,64500
11170,이촌동,2021-07-16,북한강(성원),422,59.55,16,2001,164000
11170,이촌동,2021-07-19,동아그린,411,84.82,9,1999,153000
11170,이촌동,2021-07-23,동아그린,411,43.02,7,1999,100000
11170,이촌동,2021-07-23,동아그린,411,114.96,3,1999,165000
11170,이촌동,2021-07-23,동아그린,411,59.58,8,1999,128000
11170,이촌동,2021-07-27,우성,399-1,58.2,12,1995,155000
11170,이태원동,2021-07-05,청화1,22-2,174.38,2,1982,275000
11170,이태원동,2021-07-06,청화1,22-2,146.22,1,1982,231000
11170,한강로1가,2021-07-31,센트럴파크,216-11,27.48,5,2021,66000
11170,한강로2가,2021-07-06,한강로대우아이빌,2-11,28.22,11,2004,33000
11170,한강로2가,2021-07-09,아스테리움 용산,419,141.08,28,2012,325000
11170,한강로3가,2021-07-11,쌍용스윗닷홈,89,75.97,11,2003,129000
11170,한남동,2021-07-15,힐탑트레져1동,1-44,224.21,9,2003,350000
11170,한남동,2021-07-17,성아1,263-10,57.39,10,1970,57000
11170,한남동,2021-07-19,성아1,263-10,43.6,11,1970,41300
11170,한남동,2021-07-22,한남힐스테이트,807,84.86,14,2003,184000
11170,한남동,2021-07-22,한남힐스테이트,807,84.86,4,2003,168000
11170,한남동,2021-07-24,나인원 한남,829,206.8953,4,2019,728000
11170,효창동,2021-07-10,효창파크푸르지오,274,84.45,6,2010,165000
11170,효창동,2021-07-11,효창파크푸르지오,274,59.41,7,2010,138000
11170,효창동,2021-07-16,용산케이씨씨스위첸,286,59.97,4,2018,142000
11170,효창동,2021-07-19,용산케이씨씨스위첸,286,59.97,4,2018,137500
11170,효창동,2021-07-19,용산롯데캐슬센터포레,287,84.9204,12,2019,183000
11170,후암동,2021-07-31,신후암,244-86,66.51,6,1971,53000
11200,금호동1가,2021-07-02,금호삼성래미안,1500,59.95,14,2001,115000
11200,금호동1가,2021-07-12,금호삼성래미안,1500,114.67,10,2001,148000
11200,금호동1가,2021-07-12,금호삼성래미안,1500,59.95,7,2001,118000
11200,금호동1가,2021-07-16,이편한세상금호파크힐스,280,59.949,5,2019,150000
11200,금호동1가,2021-07-23,이편한세상금호파크힐스,280,59.983,9,2019,150000
11200,금호동2가,2021-07-15,신금호파크자이,1,59.98,7,2016,145000
11200,금호동2가,2021-07-17,금호자이1차,1215,59.99,3,2012,132000
11200,금호동2가,2021-07-17,래미안하이리버,1217,59.99,15,2012,140000
11200,금호동2가,2021-07-23,신금호파크자이,1,84.98,8,2016,173500
11200,금호동2가,2021-07-24,신금호파크자이,1,84.98,12,2016,174700
11200,금호동3가,2021-07-03,두산,1331,59.97,12,1994,108500
11200,금호동3가,2021-07-15,금호한신,1662,130.92,13,2005,150000
11200,금호동3가,2021-07-16,금호1차푸르지오,917,59.97,9,2005,117000
11200,금호동3가,2021-07-17,금호한신,1662,84.96,12,2005,140000
11200,금호동3가,2021-07-17,금호자이2차,700,59.9912,10,2012,126000
11200,금호동4가,2021-07-03,서울숲푸르지오,340,59.9,4,2007,135000
11200,금호동4가,2021-07-08,대우,800,84.71,22,2001,141000
11200,금호동4가,2021-07-13,대우,800,84.71,17,2001,153500
11200,금호동4가,2021-07-22,서울숲푸르지오,340,59.99,18,2007,140000
11200,금호동4가,2021-07-27,힐스테이트 서울숲 리버,1553,64.95,7,2018,155000
11200,도선동,2021-07-08,삼성쉐르빌,69,84.93,5,2006,103000
11200,마장동,2021-07-05,한건토파즈빌,512-2,84.96,7,2007,45000
11200,마장동,2021-07-08,세림,784,40.86,6,1986,88500
11200,마장동,2021-07-10,삼성,817,84.93,6,1996,120000
11200,마장동,2021-07-10,삼성홈타운,834,18.06,7,2015,21000
11200,마장동,2021-07-11,대성유니드,825,59.7,11,2004,101000
11200,마장동,2021-07-11,마장동중앙하이츠,819,84.8,6,1999,107000
11200,마장동,2021-07-11,삼성홈타운,834,18.06,2,2015,17500
11200,마장동,2021-07-13,신명스카이뷰,830,84.038,11,2005,105500
11200,마장동,2021-07-16,현대,818,84.91,5,1998,129500
11200,마장동,2021-07-16,현대,818,134.79,11,1998,159900
11200,마장동,2021-07-17,세림,784,72.84,9,1986,69000
11200,마장동,2021-07-17,세림,784,72.84,7,1986,109000
11200,마장동,2021-07-21,현대,818,84.91,25,1998,120000
11200,사근동,2021-07-13,벽산,314,84.88,19,2000,89000
11200,상왕십리동,2021-07-02,텐즈힐(2구역),811,127.44,15,2014,199000
11200,상왕십리동,2021-07-14,텐즈힐(2구역),811,84.92,12,2014,163000
11200,상왕십리동,2021-07-19,텐즈힐(2구역),811,84.92,9,2014,160000
11200,성수동1가,2021-07-03,트리마제,718,84.8213,36,2017,325000
11200,성수동1가,2021-07-09,갤러리아 포레,685-696,168.37,43,2011,500000
11200,성수동1가,2021-07-09,LIG건영,710,73.91199999999998,21,2002,182000
11200,성수동1가,2021-07-14,트리마제,718,25.3284,10,2017,109000
11200,성수동1가,2021-07-19,쌍용,706,59.76,3,1997,122000
11200,성수동1가,2021-07-19,대우2,709,84.97,8,1999,142000
11200,성수동2가,2021-07-07,청구강변1,712,84.87,8,1994,215000
11200,성수동2가,2021-07-12,롯데캐슬파크,835,84.686,5,2003,155000
11200,성수동2가,2021-07-19,힐스테이트,843,117.13,11,2009,225000
11200,송정동,2021-07-26,건영,90,59.21,1,2000,73000
11200,옥수동,2021-07-03,옥수파크힐스101동~116동,528,84.51,12,2016,189000
11200,옥수동,2021-07-03,삼성,250,84.822,8,1999,168000
11200,옥수동,2021-07-06,모닝빌,478-1,209.14,6,2000,220000
11200,옥수동,2021-07-06,풍림아이원,60,84.76700000000002,3,2004,152000
11200,옥수동,2021-07-08,극동,428,68.58,13,1986,138000
11200,옥수동,2021-07-09,극동그린,436,114.32,4,1997,142000
11200,옥수동,2021-07-10,옥수하이츠,100,114.78,6,1998,218000
11200,옥수동,2021-07-21,옥수파크힐스101동~116동,528,59.88,12,2016,158000
11200,옥수동,2021-07-23,래미안 옥수 리버젠,561,84.81,11,2012,187500
11200,옥수동,2021-07-24,옥수파크힐스101동~116동,528,84.51,18,2016,190000
11200,옥수동,2021-07-27,현대,4,71.05,1,1990,140000
11200,용답동,2021-07-27,덕현해밀,252,51.04,9,2014,58000
11200,응봉동,2021-07-03,대림강변타운,15,114.88,6,2001,165000
11200,응봉동,2021-07-03,대림(1차),100,63.18,5,1986,116000
11200,응봉동,2021-07-09,대림강변타운,15,59.76,9,2001,120500
11200,응봉동,2021-07-17,서울숲리버그린동아아파트,276,84.83,11,2003,142000
11200,응봉동,2021-07-17,대림(1차),100,63.18,14,1986,128500
11200,응봉동,2021-07-22,대림(1차),100,113.71,5,1986,156000
11200,응봉동,2021-07-24,대림(2차),97,59.91,5,1989,96000
11200,응봉동,2021-07-24,신동아,275,59.97,6,1996,97000
11200,응봉동,2021-07-26,대림강변타운,15,59.76,10,2001,119000
11200,응봉동,2021-07-27,대림(2차),97,84.53,11,1989,76000
11200,응봉동,2021-07-27,금호현대,98,79.8,8,1990,122500
11200,하왕십리동,2021-07-01,센트라스아파트,1070,59.93,9,2016,148500
11200,하왕십리동,2021-07-01,센트라스아파트,1070,59.99,22,2016,137500
11200,하왕십리동,2021-07-01,한신무학,990,62.41,7,1989,86900
11200,하왕십리동,2021-07-01,텐즈힐아파트(1단지),1066,129.34,18,2015,205000
11200,하왕십리동,2021-07-02,청계벽산,258,114.46,15,1996,120000
11200,하왕십리동,2021-07-02,센트라스아파트,1070,84.96,4,2016,177000
11200,하왕십리동,2021-07-02,한신무학,990,114.59,3,1989,122800
11200,하왕십리동,2021-07-03,왕십리풍림아이원,1061,59.93600000000001,5,2004,102000
11200,하왕십리동,2021-07-06,무학현대,992,84.495,6,1996,92000
11200,하왕십리동,2021-07-08,한신무학,990,114.59,9,1989,134000
11200,하왕십리동,2021-07-10,텐즈힐아파트(1단지),1066,59.88,7,2015,148500
11200,하왕십리동,2021-07-10,청계벽산,258,84.94,19,1996,119000
11200,하왕십리동,2021-07-10,무학현대,992,84.675,5,1996,94000
11200,하왕십리동,2021-07-14,청계벽산,258,84.94,21,1996,118000
11200,하왕십리동,2021-07-14,왕십리풍림아이원,1061,59.93600000000001,6,2004,107000
11200,하왕십리동,2021-07-17,왕십리자이,1071,59.99,18,2017,133800
11200,하왕십리동,2021-07-17,청계벽산,258,84.94,5,1996,113000
11200,하왕십리동,2021-07-17,상리제나우스,966-18,12.84,9,2013,12800
11200,하왕십리동,2021-07-18,왕십리풍림아이원,1061,59.93600000000001,8,2004,107000
11200,하왕십리동,2021-07-18,왕십리풍림아이원,1061,84.417,18,2004,120000
11200,하왕십리동,2021-07-18,극동미라주,1058,84.33,4,2001,105000
11200,하왕십리동,2021-07-20,극동미라주,1058,114.63,10,2001,130000
11200,하왕십리동,2021-07-21,왕십리풍림아이원,1061,114.928,15,2004,134000
11200,하왕십리동,2021-07-23,왕십리풍림아이원,1061,59.93600000000001,10,2004,102500
11200,하왕십리동,2021-07-24,센트라스아파트,1070,59.99,11,2016,132000
11200,하왕십리동,2021-07-25,왕십리자이,1071,59.99,14,2017,136500
11200,행당동,2021-07-01,신동아,344,59.97,15,1995,89900
11200,행당동,2021-07-03,서울숲리버뷰자이,380,84.96,38,2018,190000
11200,행당동,2021-07-03,대림e-편한세상,347,84.87,10,2000,128000
11200,행당동,2021-07-03,이수 브라운스톤,364,84.94,7,2005,129500
11200,행당동,2021-07-06,행당 한진타운,346,59.96,19,2000,111900
11200,행당동,2021-07-07,두산위브,375,59.99,11,2009,132800
11200,행당동,2021-07-08,서울숲행당푸르지오,376,59.68,4,2011,120000
11200,행당동,2021-07-08,행당 한진타운,346,114.62,17,2000,157000
11200,행당동,2021-07-10,서울숲 한신 더 휴,349,59.91,13,2003,123000
11200,행당동,2021-07-10,대림e-편한세상,347,59.96,7,2000,112000
11200,행당동,2021-07-10,행당 한진타운,346,59.96,18,2000,109000
11200,행당동,2021-07-10,행당 한진타운,346,59.96,18,2000,116000
11200,행당동,2021-07-12,행당 한진타운,346,114.62,16,2000,156200
11200,행당동,2021-07-14,대림e-편한세상,347,84.87,9,2000,126000
11200,행당동,2021-07-14,신동아,344,59.97,3,1995,89000
11200,행당동,2021-07-16,서울숲 한신 더 휴,349,114.97,19,2003,165000
11200,행당동,2021-07-17,행당 한진타운,346,59.96,13,2000,109500
11200,행당동,2021-07-17,서울숲리버뷰자이,380,108.82,22,2018,240000
11200,행당동,2021-07-17,신동아,344,59.97,7,1995,95000
11200,행당동,2021-07-24,신동아,344,59.97,2,1995,89000
11200,행당동,2021-07-24,대림e-편한세상,347,59.96,12,2000,109000
11200,행당동,2021-07-25,서울숲행당푸르지오,376,59.68,6,2011,119000
11200,행당동,2021-07-26,행당 한진타운,346,59.96,15,2000,115000
11200,행당동,2021-07-26,서울숲행당푸르지오,376,59.68,14,2011,119000
11200,행당동,2021-07-27,서울숲행당푸르지오,376,84.81,11,2011,144500
11200,행당동,2021-07-31,대림e-편한세상,347,84.87,14,2000,140000
11215,광장동,2021-07-01,"현대8(801동,802동)",565,84.92,18,1995,165000
11215,광장동,2021-07-03,광나루현대,567,84.92,11,1996,123000
11215,광장동,2021-07-03,현대파크빌,577,59.76,6,2000,133000
11215,광장동,2021-07-06,광장현대9단지,576,84.96,18,1999,160000
11215,광장동,2021-07-08,극동1,218-1,126.94,3,1985,229500
11215,광장동,2021-07-08,삼성광장1,561,79.53,5,1987,169000
11215,광장동,2021-07-12,현대3,484,59.67,8,1990,119000
11215,광장동,2021-07-12,현대홈타운12차,580,147.23,12,2004,225000
11215,광장동,2021-07-14,청구,566,59.95,7,1996,108500
11215,광장동,2021-07-17,광장힐스테이트,582,84.96,10,2012,218000
11215,광장동,2021-07-17,광장힐스테이트,582,130.17,17,2012,258000
11215,광장동,2021-07-19,워커힐,145-8,162.41,9,1981,243000
11215,광장동,2021-07-19,광장힐스테이트,582,84.96,12,2012,192000
11215,광장동,2021-07-20,광장현대9단지,576,59.97,11,1999,127500
11215,광장동,2021-07-21,현대파크빌,577,84.81,16,2000,169000
11215,광장동,2021-07-28,삼성광장2,453-1,58.62,10,1989,108000
11215,광장동,2021-07-28,워커힐푸르지오,148-4,69.0,5,1987,111500
11215,구의동,2021-07-06,구의현대2단지,611,84.91,10,1996,157900
11215,구의동,2021-07-09,강변에스케이뷰,667,84.9,14,2017,141000
11215,구의동,2021-07-10,구의현대2단지,611,84.91,21,1996,162000
11215,구의동,2021-07-10,래미안파크스위트,668,59.98,2,2018,127000
11215,구의동,2021-07-12,솔렌시아2,236-25,32.87,6,2015,34100
11215,구의동,2021-07-13,삼성로얄아파트,16-26,56.36,1,2000,29000
11215,구의동,2021-07-16,삼성로얄,225-26,84.8,5,2000,58000
11215,구의동,2021-07-21,래미안파크스위트,668,75.82,15,2018,151000
11215,구의동,2021-07-27,구의현대2단지,611,84.86,4,1996,160000
11215,구의동,2021-07-27,데쟈뷰아파트,45-11,73.29,5,2006,40000
11215,군자동,2021-07-02,일성파크,99,59.96,16,1996,78000
11215,군자동,2021-07-13,일성파크,99,84.96,2,1996,87000
11215,군자동,2021-07-16,광진We’vePark,503,129.37,7,2008,128000
11215,군자동,2021-07-20,일성파크,99,59.96,15,1996,77800
11215,군자동,2021-07-21,일성파크,99,59.96,11,1996,78000
11215,자양동,2021-07-06,우성1,579,59.91,6,1988,115000
11215,자양동,2021-07-06,더샵스타시티,227-7,127.95,23,2007,190000
11215,자양동,2021-07-08,자양동명진센트라임,219-11,32.2,5,2017,34000
11215,자양동,2021-07-10,자양삼성,787,84.96,5,1999,134000
11215,자양동,2021-07-10,태천해오름주상복합,219-31,47.05,5,2005,38000
11215,자양동,2021-07-11,한라,762,84.6,6,1996,132250
11215,자양동,2021-07-11,자양현대5,642,59.72,14,1998,100000
11215,자양동,2021-07-12,자양8차현대홈타운,789,80.47,16,2002,153000
11215,자양동,2021-07-12,더샵스타시티,227-7,100.32,7,2007,170000
11215,자양동,2021-07-15,자양동현대,645-5,83.11,7,1993,126500
11215,자양동,2021-07-15,자양삼성,787,59.76,5,1999,114000
11215,자양동,2021-07-16,우성1,579,59.91,7,1988,113500
11215,자양동,2021-07-16,한화꿈에그린,853,138.85,6,2006,195000
11215,자양동,2021-07-17,자양현대6,786,59.98,17,1999,117000
11215,자양동,2021-07-19,자양우성7,783-1,84.93,12,1998,150000
11215,자양동,2021-07-19,우성1,579,59.91,4,1988,110000
11215,자양동,2021-07-21,현대3,670,84.9,10,1996,127500
11215,자양동,2021-07-21,한화꿈에그린,853,138.85,4,2006,180000
11215,자양동,2021-07-24,한양,695,124.93,8,1983,206000
11215,자양동,2021-07-24,한강성원,831-1,59.46,5,1997,98000
11215,자양동,2021-07-27,테라팰리스 건대2차,860,56.4,3,2018,89900
11215,자양동,2021-07-28,경남아너스빌,666-28,84.86,5,1997,107500
11215,자양동,2021-07-30,이튼타워리버3차,855,84.96,19,2007,166000
11215,중곡동,2021-07-10,중곡2단지,190-26,55.87,2,1976,58000
11215,중곡동,2021-07-12,중곡1단지,191-77,48.5,3,1976,48000
11215,중곡동,2021-07-13,중곡2단지,190-26,55.87,2,1976,58800
11215,중곡동,2021-07-17,중곡2단지,190-26,55.87,1,1976,59700
11215,중곡동,2021-07-19,중곡2단지,190-26,55.87,5,1976,59700
11215,중곡동,2021-07-19,성원,681,59.82,9,1998,64000
11215,중곡동,2021-07-24,에스케이,292,84.6,4,1999,84800
11215,화양동,2021-07-03,광진코지웰,113-1,15.63,6,2014,12200
11215,화양동,2021-07-07,아스하임(111-102),111-102,14.11,15,2018,19200
11215,화양동,2021-07-24,광진코지웰,113-1,15.63,12,2014,13000
11215,화양동,2021-07-26,광진코지웰,113-1,15.63,3,2014,12000
11230,답십리동,2021-07-01,답십리청솔우성,80,84.94,14,2000,97500
11230,답십리동,2021-07-01,청계 지웰,498-7,19.77,8,2012,15500
11230,답십리동,2021-07-01,두산,990,59.96,10,2000,83700
11230,답십리동,2021-07-01,래미안엘파인아파트,1000,84.83,18,2011,95000
11230,답십리동,2021-07-02,답십리청솔우성,80,84.94,4,2000,92000
11230,답십리동,2021-07-03,래미안위브,1003,84.98,10,2014,148000
11230,답십리동,2021-07-03,동서울한양,41,76.41,4,1989,78000
11230,답십리동,2021-07-03,래미안 미드카운티,1013,84.99,3,2019,149000
11230,답십리동,2021-07-03,래미안엘파인아파트,1000,59.95,6,2011,86000
11230,답십리동,2021-07-04,답십리청솔우성,80,59.89,12,2000,83700
11230,답십리동,2021-07-05,답십리파크자이,1014,49.54,6,2019,95000
11230,답십리동,2021-07-05,답십리청솔우성,80,84.94,14,2000,95000
11230,답십리동,2021-07-07,답십리청솔우성,80,59.89,9,2000,85000
11230,답십리동,2021-07-07,래미안위브,1003,59.96,3,2014,121000
11230,답십리동,2021-07-07,청계벽산메가트리움,999,59.93,18,2006,86000
11230,답십리동,2021-07-07,래미안위브,1003,121.64,15,2014,169500
11230,답십리동,2021-07-09,답십리파크자이,1014,59.91,6,2019,119000
11230,답십리동,2021-07-09,우성그린,989-1,84.66,18,1997,75000
11230,답십리동,2021-07-09,힐스테이트 청계,1009,84.85,23,2018,148000
11230,답십리동,2021-07-10,청계한신휴플러스,1002,73.96,3,2010,120000
11230,답십리동,2021-07-10,답십리파크자이,1014,59.91,11,2019,115500
11230,답십리동,2021-07-10,래미안위브,1003,84.99,7,2014,148000
11230,답십리동,2021-07-12,답십리엘림퍼스트,1015,52.9657,10,2020,64000
11230,답십리동,2021-07-12,한원힐트리움 아파트,465-55,34.87,2,2020,44000
11230,답십리동,2021-07-13,청계푸르지오시티,497-23,30.42,21,2015,36000
11230,답십리동,2021-07-15,동답한신,42,59.22,14,1992,65500
11230,답십리동,2021-07-15,래미안위브,1003,84.98,15,2014,155000
11230,답십리동,2021-07-18,답십리청솔우성,80,84.94,10,2000,99900
11230,답십리동,2021-07-19,답십리엘림퍼스트,1015,52.9657,7,2020,76000
11230,답십리동,2021-07-20,답십리파크자이,1014,59.91,12,2019,115500
11230,답십리동,2021-07-20,세양청마루,997,84.98,4,2005,80000
11230,답십리동,2021-07-20,세양청마루,997,84.98,1,2005,72500
11230,답십리동,2021-07-21,신답극동,464-1,53.1,15,1987,86000
11230,답십리동,2021-07-22,동답한신,42,44.35,7,1992,60000
11230,답십리동,2021-07-24,답십리청솔우성,80,59.74,10,2000,79500
11230,답십리동,2021-07-24,한일노벨리아,494-1,29.786,17,2016,27000
11230,답십리동,2021-07-26,답십리청솔우성,80,84.94,3,2000,95500
