지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액
41273,고잔동,2021-07-22,주공그린빌7,776,75.6,9,2001,54500
41273,고잔동,2021-07-23,고잔롯데캐슬골드파크,852,59.97,5,2018,63700
41273,고잔동,2021-07-23,푸르지오3차,728,84.96,1,2003,65500
41273,고잔동,2021-07-23,주공6,676-2,46.74,1,1986,50000
41273,고잔동,2021-07-23,호수공원(대림1),720,134.878,5,2001,81000
41273,고잔동,2021-07-24,네오빌6단지,767,84.5,5,2000,59000
41273,고잔동,2021-07-24,주공8,671,64.62,6,1987,38500
41273,고잔동,2021-07-28,주공7,670,66.56,13,1987,45000
41273,고잔동,2021-07-29,안산레이크타운푸르지오,782,84.6732,2,2016,76000
41273,고잔동,2021-07-29,주공(9단지),672,61.52,3,1986,39700
41273,고잔동,2021-07-30,주공그린빌9,765,75.82,15,2001,50300
41273,고잔동,2021-07-31,네오빌6단지,767,75.51,8,2000,50000
41273,선부동,2021-07-01,군자주공14,1079,39.61,1,1992,24000
41273,선부동,2021-07-03,군자주공12,1078,38.64,14,1991,29000
41273,선부동,2021-07-05,수정한양,1086,49.98,1,1991,25500
41273,선부동,2021-07-10,수정한양,1086,84.975,1,1991,36000
41273,선부동,2021-07-11,군자주공12,1078,38.64,1,1991,29000
41273,선부동,2021-07-12,수정한양,1086,69.895,1,1991,33550
41273,선부동,2021-07-12,군자주공12,1078,44.94,6,1991,37000
41273,선부동,2021-07-12,안산 라프리모,1188,59.4885,32,2020,61500
41273,선부동,2021-07-12,e편한세상선부,1186,84.98,21,2018,63500
41273,선부동,2021-07-12,군자주공12,1078,38.64,6,1991,34800
41273,선부동,2021-07-13,일신건영휴먼빌,1028-1,79.705,8,2005,26000
41273,선부동,2021-07-14,수정한양,1086,49.98,1,1991,24800
41273,선부동,2021-07-14,안산 메트로타운 푸르지오힐스테이트,1177,84.9123,32,2018,65800
41273,선부동,2021-07-14,군자주공12,1078,38.64,2,1991,33000
41273,선부동,2021-07-14,공작한양(고층),1085,84.88,2,1992,42800
41273,선부동,2021-07-14,e편한세상선부,1186,59.98,9,2018,59990
41273,선부동,2021-07-15,산호한양,1081,42.615,16,1993,21700
41273,선부동,2021-07-15,이편한세상 선부역 어반스퀘어,1189,59.93,24,2020,57500
41273,선부동,2021-07-16,군자주공11,1078,39.27,5,1990,31500
41273,선부동,2021-07-16,산호한양,1081,29.2725,2,1993,15000
41273,선부동,2021-07-17,산호한양,1081,29.2725,2,1993,16000
41273,선부동,2021-07-17,안산 라프리모,1188,84.9673,13,2020,81500
41273,선부동,2021-07-18,이편한세상 선부역 어반스퀘어,1189,59.93,3,2020,56900
41273,선부동,2021-07-18,안산 메트로타운 푸르지오힐스테이트,1177,74.4993,22,2018,57000
41273,선부동,2021-07-20,공작한양(고층),1085,28.215,14,1992,14800
41273,선부동,2021-07-21,공작한양(고층),1085,42.615,5,1992,22500
41273,선부동,2021-07-21,군자주공15(저층),1080,39.61,4,1992,29000
41273,선부동,2021-07-21,안산 메트로타운 푸르지오힐스테이트,1177,84.9123,11,2018,60000
41273,선부동,2021-07-21,군자주공14,1079,39.61,2,1992,29500
41273,선부동,2021-07-22,공작한양(고층),1085,84.88,7,1992,40500
41273,선부동,2021-07-22,동명벽산블루밍,1082,59.98,17,2010,46800
41273,선부동,2021-07-22,산호한양,1081,29.2725,12,1993,15300
41273,선부동,2021-07-24,산호한양,1081,29.2725,16,1993,17500
41273,선부동,2021-07-24,수정한양,1086,155.155,14,1992,55000
41273,선부동,2021-07-24,산호한양,1081,50.085,4,1993,23000
41273,선부동,2021-07-24,동명벽산블루밍,1082,74.02,11,2010,53000
41273,선부동,2021-07-26,산호한양,1081,42.615,13,1993,18500
41273,선부동,2021-07-28,공작한양(고층),1085,28.215,3,1992,15000
41273,선부동,2021-07-29,공작한양(저층),1085,50.085,5,1992,23800
41273,선부동,2021-07-29,공작한양(고층),1085,42.615,13,1992,23400
41273,신길동,2021-07-05,안산아이파크,1679,84.42,8,2013,53000
41273,신길동,2021-07-06,삼익,1438,84.96,18,1998,25000
41273,신길동,2021-07-15,삼익,1438,59.59,11,1998,30000
41273,신길동,2021-07-15,두산위브,1445,84.866,6,2004,37000
41273,신길동,2021-07-17,삼익,1438,84.96,1,1998,30500
41273,신길동,2021-07-19,휴먼빌2차,1447,84.704,18,2007,44500
41273,신길동,2021-07-19,삼익,1438,110.97,13,1998,39000
41273,신길동,2021-07-20,안산아이파크,1679,72.57,1,2013,46500
41273,신길동,2021-07-22,삼익,1438,84.96,14,1998,36700
41273,신길동,2021-07-24,삼익,1438,84.96,13,1998,37000
41273,원곡동,2021-07-01,경남아너스빌,938,84.99,9,2005,45000
41273,원곡동,2021-07-02,초지역메이저타운푸르지오에코단지,1001,49.4932,28,2019,56000
41273,원곡동,2021-07-04,경남아너스빌,938,59.99,21,2005,39700
41273,원곡동,2021-07-05,벽산블루밍,828-5,84.99,9,2004,47000
41273,원곡동,2021-07-10,안산8차푸르지오,937,84.9897,2,2006,48000
41273,원곡동,2021-07-12,벽산블루밍,828-5,84.99,10,2004,46500
41273,원곡동,2021-07-14,초지역메이저타운푸르지오에코단지,1001,59.5958,29,2019,70000
41273,원곡동,2021-07-14,경남아너스빌,938,84.99,11,2005,51000
41273,원곡동,2021-07-17,안산8차푸르지오,937,84.9897,11,2006,50000
41273,원곡동,2021-07-20,벽산블루밍,828-5,59.95,2,2004,37000
41273,원곡동,2021-07-23,초지역메이저타운푸르지오에코단지,1001,49.4932,29,2019,57000
41273,원곡동,2021-07-24,경남아너스빌,938,84.99,4,2005,50000
41273,초지동,2021-07-01,초지역메이저타운푸르지오파크단지,802,59.9761,22,2019,65000
41273,초지동,2021-07-02,호수마을풍림,731,142.78,15,2000,66000
41273,초지동,2021-07-03,주공그린빌11,723,75.99,9,2003,46500
41273,초지동,2021-07-03,두산위브,796,84.98,12,2015,67000
41273,초지동,2021-07-05,그린빌15(해맑음마을),736,59.97,4,2002,37400
41273,초지동,2021-07-05,초지역메이저타운푸르지오메트로단지,803,59.9333,12,2019,73500
41273,초지동,2021-07-05,주공그린빌13단지,724,51.89,3,2002,32000
41273,초지동,2021-07-05,서해그랑블,741,114.785,2,2004,55000
41273,초지동,2021-07-05,그린빌15(해맑음마을),736,40.83,4,2002,20500
41273,초지동,2021-07-05,그린빌15(해맑음마을),736,40.83,9,2002,19500
41273,초지동,2021-07-06,그린빌15(해맑음마을),736,40.83,3,2002,19000
41273,초지동,2021-07-07,주공그린빌13단지,724,51.89,5,2002,28000
41273,초지동,2021-07-08,주공그린빌13단지,724,51.89,6,2002,30000
41273,초지동,2021-07-08,그린빌15(해맑음마을),736,59.97,10,2002,37000
41273,초지동,2021-07-09,그린빌18,738,39.3,3,2001,15000
41273,초지동,2021-07-09,그린빌18,738,39.99,1,2001,18500
41273,초지동,2021-07-10,주공그린빌13단지,724,51.89,6,2002,34500
41273,초지동,2021-07-10,주공그린빌11,723,75.99,5,2003,46700
41273,초지동,2021-07-10,그린빌18,738,39.3,10,2001,20400
41273,초지동,2021-07-10,그린빌18,738,49.41,4,2001,24000
41273,초지동,2021-07-12,서해그랑블,741,100.994,6,2004,56000
41273,초지동,2021-07-12,그린빌18,738,59.42,5,2001,30000
41273,초지동,2021-07-12,그린빌18,738,49.86,1,2001,25000
41273,초지동,2021-07-12,그린빌18,738,39.3,8,2001,19200
41273,초지동,2021-07-12,그린빌18,738,39.8,8,2001,19000
41273,초지동,2021-07-13,그린빌18,738,39.3,7,2001,19200
41273,초지동,2021-07-13,그린빌18,738,49.86,5,2001,22100
41273,초지동,2021-07-13,그린빌18,738,49.86,2,2001,27400
41273,초지동,2021-07-13,그린빌18,738,49.41,5,2001,21500
41273,초지동,2021-07-13,주공그린빌14단지,725,59.76,10,2002,40000
41273,초지동,2021-07-13,주공그린빌14단지,725,59.76,8,2002,41400
41273,초지동,2021-07-14,그린빌15(해맑음마을),736,59.97,6,2002,37000
41273,초지동,2021-07-14,초지역메이저타운푸르지오메트로단지,803,59.9333,10,2019,72800
41273,초지동,2021-07-14,그린빌15(해맑음마을),736,59.97,7,2002,37850
41273,초지동,2021-07-15,호수마을풍림,731,84.96,13,2000,50800
41273,초지동,2021-07-15,주공그린빌13단지,724,39.38,4,2002,21300
41273,초지동,2021-07-15,서해그랑블,741,100.994,8,2004,55000
41273,초지동,2021-07-16,그린빌15(해맑음마을),736,59.97,3,2002,35300
41273,초지동,2021-07-17,주공그린빌14단지,725,40.62,3,2002,20000
41273,초지동,2021-07-17,호수마을풍림,731,84.96,1,2000,47900
41273,초지동,2021-07-17,초지역메이저타운푸르지오메트로단지,803,48.3659,8,2019,58000
41273,초지동,2021-07-17,두산위브,796,84.98,26,2015,70000
41273,초지동,2021-07-17,주공그린빌14단지,725,40.62,9,2002,19500
41273,초지동,2021-07-17,호수마을풍림,731,101.99,8,2000,57000
41273,초지동,2021-07-18,주공그린빌13단지,724,51.75,8,2002,33150
41273,초지동,2021-07-19,주공그린빌13단지,724,51.89,10,2002,27000
41273,초지동,2021-07-19,호수마을풍림,731,84.96,10,2000,48000
41273,초지동,2021-07-20,그린빌18,738,49.41,1,2001,23000
41273,초지동,2021-07-21,그린빌18,738,39.99,4,2001,19000
41273,초지동,2021-07-21,주공그린빌13단지,724,39.89,1,2002,21000
41273,초지동,2021-07-22,주공그린빌13단지,724,39.38,4,2002,22000
41273,초지동,2021-07-22,주공그린빌14단지,725,59.76,9,2002,39500
41273,초지동,2021-07-22,그린빌15(해맑음마을),736,59.97,7,2002,39800
41273,초지동,2021-07-23,주공그린빌13단지,724,51.89,2,2002,28300
41273,초지동,2021-07-23,주공그린빌12,730,84.95,6,2003,48800
41273,초지동,2021-07-23,서해그랑블,741,71.939,13,2004,44500
41273,초지동,2021-07-23,주공그린빌11,723,84.99,3,2003,48500
41273,초지동,2021-07-23,호수마을풍림,731,142.78,16,2000,68500
41273,초지동,2021-07-24,초지역메이저타운푸르지오메트로단지,803,59.9333,19,2019,75500
41273,초지동,2021-07-24,주공그린빌14단지,725,40.62,9,2002,20500
41273,초지동,2021-07-24,주공그린빌11,723,84.99,1,2003,47000
41273,초지동,2021-07-26,그린빌18,738,39.8,7,2001,19000
41273,초지동,2021-07-26,그린빌15(해맑음마을),736,59.97,3,2002,39000
41273,초지동,2021-07-27,주공그린빌11,723,75.99,10,2003,49700
41273,초지동,2021-07-27,주공그린빌13단지,724,39.38,1,2002,20800
41273,초지동,2021-07-28,서해그랑블,741,114.785,3,2004,60000
41273,초지동,2021-07-29,초지역메이저타운푸르지오메트로단지,803,59.9132,20,2019,73000
41273,초지동,2021-07-31,그린빌15(해맑음마을),736,40.83,8,2002,20800
41273,초지동,2021-07-31,호수마을풍림,731,84.96,3,2000,47000
41281,고양동,2021-07-01,고양동우방유쉘아파트,454,59.89,9,2007,30000
41281,고양동,2021-07-01,푸른마을3단지,719,84.94,4,2004,34000
41281,고양동,2021-07-02,고양동우방유쉘아파트,454,84.93,2,2007,34000
41281,고양동,2021-07-04,삼성,197,59.886,18,1998,24500
41281,고양동,2021-07-05,윤창,414-1,84.96,1,1997,18300
41281,고양동,2021-07-05,푸른마을7단지,752,84.8265,1,2010,32000
41281,고양동,2021-07-06,푸른마을6단지,724,84.8265,17,2007,39300
41281,고양동,2021-07-07,푸른마을4단지,734,125.927,1,2008,45600
41281,고양동,2021-07-07,푸른마을1단지,735,59.176,10,2008,32000
41281,고양동,2021-07-07,삼성,197,84.99600000000002,15,1998,30000
41281,고양동,2021-07-07,현대1,240-6,59.36,2,1997,21000
41281,고양동,2021-07-09,푸른마을 10단지,1121,84.7394,8,2009,38000
41281,고양동,2021-07-12,현대1,240-6,59.36,1,1997,21900
41281,고양동,2021-07-15,푸른마을 10단지,1121,106.7738,12,2009,40000
41281,고양동,2021-07-16,고양동우방유쉘아파트,454,59.99,9,2007,28500
41281,고양동,2021-07-16,청구,399,59.97,5,1997,16700
41281,고양동,2021-07-19,푸른마을6단지,724,84.8265,16,2007,37500
41281,고양동,2021-07-20,푸른마을4단지,734,125.927,7,2008,50000
41281,고양동,2021-07-21,푸른마을5단지,730,84.8265,4,2007,36000
41281,고양동,2021-07-22,푸른마을3단지,719,84.98,7,2004,31900
41281,고양동,2021-07-22,삼성,197,59.886,20,1998,22800
41281,고양동,2021-07-24,푸른마을3단지,719,59.98,12,2004,30000
41281,고양동,2021-07-25,푸른마을3단지,719,59.98,6,2004,30000
41281,관산동,2021-07-01,새서울,178-57,45.72,4,1988,13500
41281,관산동,2021-07-01,허스(151),151,57.96,2,1987,16300
41281,관산동,2021-07-02,주공그린빌,996,84.8,1,2003,35000
41281,관산동,2021-07-03,허스(151),151,44.46,3,1987,11000
41281,관산동,2021-07-03,주공그린빌,996,59.92,1,2003,31500
41281,관산동,2021-07-04,윤창,134,46.71,1,1989,12900
41281,관산동,2021-07-05,유승(126),126,115.11,1,2000,25000
41281,관산동,2021-07-08,한승미메이드,180-7,78.061,8,2007,29700
41281,관산동,2021-07-15,새서울,178-57,45.72,5,1988,12700
41281,관산동,2021-07-17,새서울,178-57,45.72,5,1988,12800
41281,관산동,2021-07-19,신성,981,59.52,7,1998,32000
41281,관산동,2021-07-20,새서울,178-57,45.72,4,1987,14000
41281,관산동,2021-07-20,신성,981,84.87,12,1998,40000
41281,관산동,2021-07-21,더퍼스트프라임,1015,84.39,4,2014,35000
41281,관산동,2021-07-21,새서울,178-57,45.72,5,1988,13000
41281,관산동,2021-07-21,새서울,178-57,45.72,5,1988,12900
41281,관산동,2021-07-24,주공그린빌,996,59.92,8,2003,32000
41281,관산동,2021-07-30,새서울,178-57,56.7,3,1983,18500
41281,도내동,2021-07-03,엘에이치원흥도래울마을4단지,1011,59.98,12,2013,67100
41281,도내동,2021-07-03,엘에이치원흥도래울마을4단지,1011,74.97,11,2013,73000
41281,도내동,2021-07-08,도래울센트럴더포레,983,74.98,16,2014,72800
41281,도내동,2021-07-10,도래울파크뷰,1103,84.98,7,2013,81000
41281,도내동,2021-07-11,엘에이치원흥도래울마을4단지,1011,59.74,1,2013,64500
41281,도내동,2021-07-15,엘에이치원흥도래울마을4단지,1011,59.78,18,2013,68000
41281,도내동,2021-07-15,엘에이치원흥도래울마을3단지(임대),1010,74.74,23,2015,72000
41281,도내동,2021-07-17,도래울파크뷰,1103,84.88,7,2013,82000
41281,도내동,2021-07-18,엘에이치원흥도래울마을3단지(임대),1010,74.74,23,2015,75000
41281,도내동,2021-07-23,엘에이치원흥도래울마을3단지(임대),1010,59.95,18,2015,66500
41281,도내동,2021-07-26,엘에이치원흥도래울마을3단지(임대),1010,59.95,19,2015,66000
41281,도내동,2021-07-27,도래울파크뷰,1103,74.97,2,2013,73500
41281,도내동,2021-07-27,도래울파크뷰,1103,74.97,9,2013,75000
41281,도내동,2021-07-27,엘에이치원흥도래울마을3단지(임대),1010,84.93,10,2015,78000
41281,동산동,2021-07-03,동산마을22단지호반베르디움,365,84.9713,4,2012,88500
41281,동산동,2021-07-17,동산마을22단지호반베르디움,365,84.954,3,2012,89000
41281,동산동,2021-07-17,동산마을22단지호반베르디움,365,84.954,24,2012,89700
41281,동산동,2021-07-22,동산마을22단지호반베르디움,365,84.954,29,2012,92000
41281,삼송동,2021-07-02,삼송2차아이파크,311,84.73899999999998,14,2015,106000
41281,삼송동,2021-07-10,삼송2차아이파크,311,84.762,6,2015,101000
41281,삼송동,2021-07-11,삼송 스타클래스,331,84.98,9,2014,85000
41281,삼송동,2021-07-15,삼송2차아이파크,311,84.762,14,2015,103500
41281,삼송동,2021-07-17,삼송 스타클래스,331,101.51,2,2014,89500
41281,삼송동,2021-07-22,삼송2차아이파크,311,84.73899999999998,1,2015,96500
41281,성사동,2021-07-01,신원당(태영),731,54.91,13,1993,37000
41281,성사동,2021-07-01,임창(488-56),488-56,54.7,5,1988,29800
41281,성사동,2021-07-03,삼성래미안,860,117.99,18,2009,80000
41281,성사동,2021-07-03,임창(488-56),488-56,46.2,3,1988,30300
41281,성사동,2021-07-03,미도(404-7),404-7,43.56,2,1986,31300
41281,성사동,2021-07-03,삼성래미안,860,59.96,20,2009,62500
41281,성사동,2021-07-04,미도(422-3),422-3,49.32,5,1988,30000
41281,성사동,2021-07-05,신원당(동문),719,63.405,8,1992,43000
41281,성사동,2021-07-09,삼화(494-5),494-5,42.48,2,1988,22500
41281,성사동,2021-07-11,신원당(태영)2,723,59.04,10,1993,40500
41281,성사동,2021-07-12,신원당(태영)2,723,59.04,9,1993,42000
41281,성사동,2021-07-12,신원당마을,725,59.4,2,1993,40900
41281,성사동,2021-07-12,원당대림e-편한세상,869,84.656,23,2009,74000
41281,성사동,2021-07-12,신원당(태영),731,84.88,9,1993,58000
41281,성사동,2021-07-14,신원당(태영),731,54.91,8,1993,36400
41281,성사동,2021-07-14,서안,705-15,44.73,5,1986,17900
41281,성사동,2021-07-15,세현,493,65.61,3,1986,27500
41281,성사동,2021-07-15,원당대림e-편한세상,869,59.702,2,2009,27250
41281,성사동,2021-07-15,원당대림e-편한세상,869,141.556,20,2009,78000
41281,성사동,2021-07-15,원당대림e-편한세상,869,84.86,24,2009,71500
41281,성사동,2021-07-17,원당대림e-편한세상,869,84.656,6,2009,70500
41281,성사동,2021-07-18,미미,404-28,51.04,4,1992,36000
41281,성사동,2021-07-19,신원당마을,725,59.4,1,1993,39500
41281,성사동,2021-07-20,미도(404-7),404-7,49.95,2,1986,35000
41281,성사동,2021-07-23,신원당(대명),730,58.68,13,1993,41000
41281,성사동,2021-07-24,원당대림e-편한세상,869,112.242,3,2009,79000
41281,성사동,2021-07-24,신원당(동신2),724,57.0,13,1992,36000
41281,성사동,2021-07-24,신원당(대명),730,58.68,5,1993,37500
41281,성사동,2021-07-24,신원당(태영)2,723,59.04,10,1993,39800
41281,성사동,2021-07-26,신원당(동신2),724,57.0,3,1992,33500
41281,신원동,2021-07-01,삼송10단지동일스위트2차,661,66.0932,16,2018,70800
41281,신원동,2021-07-01,신원마을 1단지 우남퍼스트빌,609,64.9773,10,2015,71000
41281,신원동,2021-07-02,고양삼송동일스위트파크뷰7(1차),595,76.0404,21,2017,75000
41281,신원동,2021-07-03,신원마을5단지 우림필유아파트,654,99.9,2,2013,77000
41281,신원동,2021-07-06,고양삼송동일스위트파크뷰7(1차),595,84.0785,2,2017,73000
41281,신원동,2021-07-07,삼송힐스테이트,653,84.9,3,2013,78500
41281,신원동,2021-07-07,고양삼송동일스위트파크뷰7(1차),595,84.0785,15,2017,83000
41281,신원동,2021-07-10,신원마을 1단지 우남퍼스트빌,609,113.9193,26,2015,128000
41281,신원동,2021-07-10,삼송10단지동일스위트2차,661,76.1337,7,2018,72000
41281,신원동,2021-07-15,삼송힐스테이트,653,74.13,6,2013,76700
41281,신원동,2021-07-15,고양삼송동일스위트파크뷰7(1차),595,76.0404,11,2017,78500
41281,신원동,2021-07-16,삼송10단지동일스위트2차,661,76.1337,4,2018,78000
41281,신원동,2021-07-17,삼송10단지동일스위트2차,661,76.1337,8,2018,77000
41281,신원동,2021-07-17,A9블럭 신원마을 호반베르디움,658,109.7231,6,2012,82000
41281,신원동,2021-07-22,신원마을고양삼송아이파크,113,100.1,11,2012,84300
41281,신원동,2021-07-23,고양삼송동일스위트파크뷰7(1차),595,84.0785,16,2017,85000
41281,신원동,2021-07-24,고양삼송동일스위트파크뷰7(1차),595,76.0404,26,2017,79900
41281,신원동,2021-07-25,고양삼송동일스위트파크뷰7(1차),595,76.0404,12,2017,80000
41281,신원동,2021-07-25,고양삼송동일스위트파크뷰7(1차),595,76.0404,5,2017,80000
41281,신원동,2021-07-27,신원마을고양삼송아이파크,113,100.34,10,2012,83000
41281,신원동,2021-07-27,신원마을고양삼송아이파크,113,116.47,21,2012,93500
41281,신원동,2021-07-30,신원마을5단지 우림필유아파트,654,99.47,22,2013,85500
41281,신원동,2021-07-31,신원마을 1단지 우남퍼스트빌,609,74.6681,10,2015,75000
41281,원흥동,2021-07-01,삼송원흥역센트럴푸르지오,630,72.6909,19,2018,88000
41281,원흥동,2021-07-18,계룡리슈빌,670,84.9904,19,2012,84000
41281,원흥동,2021-07-22,삼송2차 원흥역 동원로얄듀크비스타,635,84.9867,29,2020,78000
41281,원흥동,2021-07-31,삼송3차아이파크,619,84.9842,4,2019,84700
41281,주교동,2021-07-03,대기(554),554,47.61,2,1986,31500
41281,주교동,2021-07-07,산장,16-4,57.93,1,1986,33000
41281,주교동,2021-07-09,거보플러스(585-6),585-6,33.06,3,2002,10800
41281,주교동,2021-07-16,거보플러스-1,585-18,59.36,5,2002,17500
41281,주교동,2021-07-17,서초,313-1,84.96,17,1999,36300
41281,주교동,2021-07-19,삼림(569-10),569-10,48.15,5,1988,14000
41281,주교동,2021-07-21,우진(569-9),569-9,53.19,5,1985,15000
41281,주교동,2021-07-28,대영,574-1,42.48,5,1985,30000
41281,주교동,2021-07-31,삼림(561-1),561-1,47.49,3,1987,32350
41281,토당동,2021-07-07,한라비발디,298,84.8753,18,2004,68800
41281,토당동,2021-07-08,내안애양우,250,84.59,14,2005,61500
41281,토당동,2021-07-12,삼윤,879,84.85,5,1991,41500
41281,토당동,2021-07-14,장미8차,873,59.94,13,1993,27000
41281,토당동,2021-07-17,한강능곡역성원상떼빌1단지,342-7,84.99,11,2008,53500
41281,토당동,2021-07-18,능곡현대홈타운2,53-44,122.814,8,2002,79300
41281,토당동,2021-07-19,능곡현대홈타운2,53-44,122.814,20,2002,82700
41281,토당동,2021-07-19,토당동금강KCC,80,84.37,17,2004,62500
41281,토당동,2021-07-24,능곡대림,860,84.69,5,1996,60000
41281,토당동,2021-07-27,능곡현대홈타운2,53-44,122.814,3,2002,78500
41281,토당동,2021-07-31,대림2,259,59.4,7,1997,53500
41281,행신동,2021-07-01,행신3차SKVIEW,650,122.7483,9,2009,90000
41281,행신동,2021-07-01,소만마을 3단지(늘푸른아파트),799,51.03,12,1996,38850
41281,행신동,2021-07-01,햇빛마을주공20,934,59.97,13,1997,39900
41281,행신동,2021-07-02,햇빛주공23,953,59.93,16,1996,39800
41281,행신동,2021-07-02,햇빛주공23,953,59.93,12,1996,42500
41281,행신동,2021-07-02,서정마을 5단지,1088,84.81,9,2008,75800
41281,행신동,2021-07-02,소만마을9단지,793,43.76,9,1995,30200
41281,행신동,2021-07-02,햇빛주공(18-1),895,65.97,9,1998,55500
41281,행신동,2021-07-02,무원마을(쌍용)5,767,134.07,14,1995,75000
41281,행신동,2021-07-03,무원마을(삼보),771,109.98,3,1994,72000
41281,행신동,2021-07-03,햇빛주공23,953,59.97,14,1996,42800
41281,행신동,2021-07-03,소만마을(삼신),788,50.73,1,1994,34000
41281,행신동,2021-07-03,햇빛주공22,946,49.97,6,1996,32800
41281,행신동,2021-07-03,햇빛주공22,946,59.98,5,1996,38000
41281,행신동,2021-07-03,무원마을1단지,773,68.98,5,1995,48800
41281,행신동,2021-07-03,샘터마을2,983,49.96,15,1996,39700
41281,행신동,2021-07-03,햇빛마을19,903,84.98,4,1998,53500
41281,행신동,2021-07-04,소만마을(풍림),781,45.36,12,1994,32500
41281,행신동,2021-07-05,무원마을(동신),769,101.73,2,1994,65000
41281,행신동,2021-07-05,햇빛마을주공20,934,59.97,12,1997,40600
41281,행신동,2021-07-05,소만마을9단지,793,43.76,14,1995,30000
41281,행신동,2021-07-05,소만마을9단지,793,43.76,4,1995,29800
41281,행신동,2021-07-05,소만마을(풍림),781,45.36,3,1994,31500
41281,행신동,2021-07-05,소만마을(풍림),781,45.36,5,1994,32300
41281,행신동,2021-07-05,샘터마을2,983,59.56,7,1996,39900
41281,행신동,2021-07-06,샘터마을2,983,59.56,14,1996,42000
41281,행신동,2021-07-06,소만마을(풍림),781,73.02,7,1994,53500
41281,행신동,2021-07-06,무원마을(두산),702,84.93,13,1994,52500
41281,행신동,2021-07-07,무원마을1단지,773,68.98,15,1995,48700
41281,행신동,2021-07-07,샘터마을2,983,39.99,5,1996,25200
41281,행신동,2021-07-07,햇빛주공23,953,59.93,8,1996,41000
41281,행신동,2021-07-07,소만마을(성원)6,785,59.34,15,1995,49000
41281,행신동,2021-07-07,무원마을1단지,773,68.98,2,1995,46900
41281,행신동,2021-07-08,소만마을 3단지(늘푸른아파트),799,51.03,7,1996,37000
41281,행신동,2021-07-08,소만마을1단지,796,45.48,4,1995,31000
41281,행신동,2021-07-08,소만마을9단지,793,43.76,3,1995,28000
41281,행신동,2021-07-08,햇빛주공(18-1),895,84.9,3,1998,56800
41281,행신동,2021-07-08,샘터마을2,983,59.93,16,1996,41500
41281,행신동,2021-07-08,샘터마을2,983,59.93,8,1996,40850
41281,행신동,2021-07-09,샘터마을2,983,59.97,1,1996,40900
41281,행신동,2021-07-09,소만마을9단지,793,43.76,2,1995,28800
41281,행신동,2021-07-10,소만마을9단지,793,43.76,12,1995,32000
41281,행신동,2021-07-10,샘터마을2,983,59.97,17,1996,41700
41281,행신동,2021-07-10,소만마을(성원)6,785,49.77,10,1995,39400
41281,행신동,2021-07-10,소만마을1단지,796,45.48,8,1995,30400
41281,행신동,2021-07-10,소만마을1단지,796,45.48,15,1995,30000
41281,행신동,2021-07-10,소만마을 3단지(늘푸른아파트),799,51.03,3,1996,36500
41281,행신동,2021-07-11,소만마을(풍림),781,73.02,2,1994,54500
41281,행신동,2021-07-11,무원마을(라이프),692,84.99,10,1994,63000
41281,행신동,2021-07-11,햇빛주공22,946,59.98,2,1996,40000
41281,행신동,2021-07-11,샘터마을2,983,59.93,15,1996,41800
41281,행신동,2021-07-11,소만마을(풍림),781,45.36,3,1994,32500
41281,행신동,2021-07-11,소만마을(풍림),781,45.36,14,1994,32000
41281,행신동,2021-07-11,무원마을1단지,773,68.98,12,1995,48900
41281,행신동,2021-07-12,행신벽산,653-38,59.43,8,2000,38500
41281,행신동,2021-07-12,행신3차SKVIEW,650,104.5787,13,2009,81500
41281,행신동,2021-07-12,샘터마을2,983,59.97,17,1996,37800
41281,행신동,2021-07-12,소만마을(성원)6,785,49.77,9,1995,39000
41281,행신동,2021-07-12,소만마을(동성),791,84.99,12,1994,56800
41281,행신동,2021-07-12,소만마을9단지,793,43.76,4,1995,31000
41281,행신동,2021-07-12,소만마을 3단지(늘푸른아파트),799,51.03,10,1996,39500
41281,행신동,2021-07-12,소만마을(동성),791,59.4,10,1994,42000
41281,행신동,2021-07-13,소만마을9단지,793,43.76,15,1995,30000
41281,행신동,2021-07-13,햇빛마을19,903,84.98,9,1998,55800
41281,행신동,2021-07-13,한가람,1054,74.41,9,2005,36500
41281,행신동,2021-07-13,SK뷰 1차,621,68.27,13,2005,64000
41281,행신동,2021-07-13,햇빛마을주공20,934,49.96,11,1997,32000
41281,행신동,2021-07-14,샘터마을(화성),973,134.88,4,1997,78500
41281,행신동,2021-07-14,샘터마을2,983,59.56,13,1996,45500
41281,행신동,2021-07-14,소만마을(성원)6,785,49.77,8,1995,39900
41281,행신동,2021-07-14,소만마을(삼신),788,59.95,9,1994,52500
41281,행신동,2021-07-15,소만마을(성원)6,785,49.77,1,1995,34000
41281,행신동,2021-07-15,샘터마을2,983,59.97,8,1996,43000
41281,행신동,2021-07-15,소만마을9단지,793,43.76,5,1995,29500
41281,행신동,2021-07-15,소만마을9단지,793,43.76,2,1995,29000
41281,행신동,2021-07-15,햇빛마을주공20,934,59.97,1,1997,36000
41281,행신동,2021-07-15,무궁화,634-83,74.94,2,1993,41700
41281,행신동,2021-07-16,소만마을 3단지(늘푸른아파트),799,51.03,9,1996,39600
41281,행신동,2021-07-16,햇빛마을주공20,934,59.98,14,1997,38000
41281,행신동,2021-07-16,무원마을(서광),692,84.99,4,1994,59400
41281,행신동,2021-07-17,소만마을(풍림),781,45.36,2,1994,33800
41281,행신동,2021-07-17,소만마을1단지,796,45.48,6,1995,29800
